"","ctry","subj","packet","version","question","batc","entr","date","response"
"370","us",10104,1,1,"demo_rlgn","second","lucy","2017-11-30","atheist, agnostic, no religion or spirituality"
"371","us",10104,1,1,"exwl_22","first","dominic","2017-11-29","FALSE"
"372","us",10104,1,1,"exwl_22","second","lucy","2017-11-30",NA
"373","us",10104,2,1,"recr","first","dominic","2017-12-05","face to face"
"374","us",10104,2,1,"recr","second","nikki","2017-12-14","fcae to face"
"375","us",10105,3,2,"demo_tung","first","dominic","2017-12-13","missing data"
"376","us",10105,3,2,"demo_tung","second","lucy","2017-12-08","no"
"377","us",10106,1,2,"demo_tung","first","dominic","2017-12-05","missing data"
"378","us",10106,1,2,"demo_tung","second","lucy","2017-12-05","no"
"379","us",10106,2,1,"demo_tung","first","lucy","2017-12-05","no"
"380","us",10106,2,1,"demo_tung","second","dominic","2017-12-05","missing data"
"381","us",10107,1,1,"demo_ethn","first","dominic","2017-12-04","british/fillipino"
"382","us",10107,1,1,"demo_ethn","second","lucy","2017-12-01","british / illegible"
"383","us",10107,1,1,"demo_tung","first","dominic","2017-12-04","missing data"
"384","us",10107,1,1,"demo_tung","second","lucy","2017-12-01","no"
"385","us",10107,1,1,"exwl_01","first","dominic","2017-12-04",NA
"386","us",10107,1,1,"exwl_01","second","lucy","2017-12-01","TRUE"
"387","us",10107,2,1,"demo_ethn","first","nikki","2017-12-14","british/filipino"
"388","us",10107,2,1,"demo_ethn","second","lucy","2017-12-05","british / filipino"
"389","us",10107,3,2,"demo_ethn","first","lucy","2017-12-08","filipino / british"
"390","us",10107,3,2,"demo_ethn","second","dominic","2017-12-13","filipino/british"
"391","us",10108,2,1,"demo_tung","first","dominic","2017-12-05","missing data"
"392","us",10108,2,1,"demo_tung","second","lucy","2017-12-05","no"
"393","us",10112,1,1,"demo_rlgn","first","dominic","2017-12-01","christian: non specific"
"394","us",10112,1,1,"demo_rlgn","second","lucy","2017-11-30","christian : non specified"
"395","us",10112,3,1,"demo_pocc","first","lucy","2017-12-07","county of santa clara"
"396","us",10112,3,1,"demo_pocc","second","dominic","2017-12-07","county of santa barbara"
"397","us",10112,3,1,"enco_06","first","lucy","2017-12-07","once"
"398","us",10112,3,1,"enco_06","second","dominic","2017-12-07","a few times"
"399","us",10114,1,2,"demo_pocc","first","lucy","2017-12-04","in home caretaker"
"400","us",10114,1,2,"demo_pocc","second","dominic","2017-12-04","in-home caretaker"
"401","us",10114,2,1,"demo_ethn","first","nikki","2017-12-14","black/ hispanic"
"402","us",10114,2,1,"demo_ethn","second","lucy","2017-12-05","black / hispanic"
"403","us",10114,2,1,"demo_pocc","first","nikki","2017-12-14","la-home caretaker?"
"404","us",10114,2,1,"demo_pocc","second","lucy","2017-12-05","in home caretaker"
"405","us",10114,2,1,"sen_attn","first","nikki","2017-12-14","pass"
"406","us",10114,2,1,"sen_attn","second","lucy","2017-12-05","fail"
"407","us",10114,3,2,"demo_ethn","first","dominic","2017-12-12","black/hispanic"
"408","us",10114,3,2,"demo_ethn","second","lucy","2017-12-08","black / hispanic"
"409","us",10114,3,2,"demo_pocc","first","dominic","2017-12-12","in-home caretaker"
"410","us",10114,3,2,"demo_pocc","second","lucy","2017-12-08","in home caretaker"
"411","us",10115,1,1,"demo_ethn","first","dominic","2017-12-01","latino"
"412","us",10115,1,1,"demo_ethn","second","lucy","2017-12-08","latina"
"413","us",10115,3,1,"demo_tung","first","lucy","2017-12-06","no"
"414","us",10115,3,1,"demo_tung","second","dominic","2017-12-07","missing data"
"415","us",10116,2,2,"demo_ethn","first","dominic","2017-11-20",""
"416","us",10116,2,2,"demo_ethn","second","nikki","2017-11-26","white"
"417","us",10117,3,2,"demo_chur","first","lucy","2017-12-08",NA
"418","us",10117,3,2,"demo_chur","second","dominic","2017-12-13","none"
"419","us",10117,3,2,"demo_tung","first","lucy","2017-12-08","no"
"420","us",10117,3,2,"demo_tung","second","dominic","2017-12-13","missing data"
"421","us",10121,2,2,"demo_maj","first","lucy","2017-12-06","undecided"
"422","us",10121,2,2,"demo_maj","second","dominic","2017-12-07","undeclared"
"423","us",10121,2,2,"demo_tung","first","lucy","2017-12-06","no"
"424","us",10121,2,2,"demo_tung","second","dominic","2017-12-07","missing data"
"425","us",10121,2,2,"invo_attn","first","lucy","2017-12-06","fail"
"426","us",10121,2,2,"invo_attn","second","dominic","2017-12-07","pass"
"427","us",10124,1,1,"demo_maj","first","lucy","2017-11-20","business entrepreneurship"
"428","us",10124,1,1,"demo_maj","second","dominic","2017-11-22","business entrepeneurship"
"429","us",10124,2,1,"demo_maj","first","dominic","2017-11-20","business entrepeneurship"
"430","us",10124,2,1,"demo_maj","second","lucy","2017-11-20","business entrepreneurship"
"431","us",10124,2,1,"sen_33","first","dominic","2017-11-20","agree"
"432","us",10124,2,1,"sen_33","second","lucy","2017-11-20","strongly agree"
"433","us",10124,3,1,"demo_chur","first","dominic","2017-12-07",NA
"434","us",10124,3,1,"demo_chur","second","lucy","2017-12-07","missing data"
"435","us",10124,3,1,"demo_ethn","first","dominic","2017-12-07","filipino/irish"
"436","us",10124,3,1,"demo_ethn","second","lucy","2017-12-07","filipino / irish"
"437","us",10124,3,1,"demo_pocc","first","dominic","2017-12-07","secretary"
"438","us",10124,3,1,"demo_pocc","second","lucy","2017-12-07","hospital secretary"
"439","us",10125,1,1,"demo_maj","first","dominic","2017-11-20","pre-nursing"
"440","us",10125,1,1,"demo_maj","second","lucy","2017-11-20","prenursing"
"441","us",10125,1,1,"demo_tung","first","dominic","2017-11-20","missing data"
"442","us",10125,1,1,"demo_tung","second","lucy","2017-11-20","no"
"443","us",10125,1,1,"wher","first","dominic","2017-11-20","sjsu"
"444","us",10125,1,1,"wher","second","lucy","2017-11-20","sjsu res"
"445","us",10125,2,2,"demo_maj","first","dominic","2017-12-06","prenursing"
"446","us",10125,2,2,"demo_maj","second","lucy","2017-12-05","pre nursing"
"447","us",10125,2,2,"demo_tung","first","dominic","2017-12-06","missing data"
"448","us",10125,2,2,"demo_tung","second","lucy","2017-12-05","no"
"449","us",10125,3,2,"demo_chur","first","dominic","2017-12-12","never used one"
"450","us",10125,3,2,"demo_chur","second","lucy","2017-12-18","never visited one"
"451","us",10125,3,2,"demo_tung","first","dominic","2017-12-12","missing data"
"452","us",10125,3,2,"demo_tung","second","lucy","2017-12-18","no"
"453","us",10127,1,1,"demo_chur","first","dominic","2017-12-01",NA
"454","us",10127,1,1,"demo_chur","second","lucy","2017-12-08","none"
"455","us",10127,1,1,"demo_ethn","first","dominic","2017-12-01","black/african american"
"456","us",10127,1,1,"demo_ethn","second","lucy","2017-12-08","black / african american"
"457","us",10127,1,1,"demo_tung","first","dominic","2017-12-01","missing data"
"458","us",10127,1,1,"demo_tung","second","lucy","2017-12-08","no"
"459","us",10127,2,2,"demo_chur","first","lucy","2017-12-06","none"
"460","us",10127,2,2,"demo_chur","second","dominic","2017-12-07",NA
"461","us",10127,2,2,"demo_rlgn","first","lucy","2017-12-06","missing data"
"462","us",10127,2,2,"demo_rlgn","second","dominic","2017-12-07","atheist, agnostic, no religion or spirituality"
"463","us",10127,2,2,"demo_tung","first","lucy","2017-12-06","no"
"464","us",10127,2,2,"demo_tung","second","dominic","2017-12-07","missing data"
"465","us",10129,1,1,"demo_chur","first","lucy","2017-12-01",NA
"466","us",10129,1,1,"demo_chur","second","dominic","2017-12-01","none"
"467","us",10129,1,1,"demo_tung","first","lucy","2017-12-01","no"
"468","us",10129,1,1,"demo_tung","second","dominic","2017-12-01","missing data"
"469","us",10129,1,1,"spev_05","first","lucy","2017-12-01","very often"
"470","us",10129,1,1,"spev_05","second","dominic","2017-12-01","fairly often"
"471","us",10129,2,2,"demo_chur","first","dominic","2017-12-07","none"
"472","us",10129,2,2,"demo_chur","second","lucy","2017-12-06",NA
"473","us",10129,2,2,"demo_tung","first","dominic","2017-12-07","missing data"
"474","us",10129,2,2,"demo_tung","second","lucy","2017-12-06","no"
"475","us",10129,2,2,"sen2_14","first","dominic","2017-12-07","missing data"
"476","us",10129,2,2,"sen2_14","second","lucy","2017-12-06","agree"
"477","us",10129,3,2,"demo_chur","first","dominic","2017-12-12","none"
"478","us",10129,3,2,"demo_chur","second","lucy","2017-12-18",NA
"479","us",10129,3,2,"demo_pocc","first","dominic","2017-12-12","teacher"
"480","us",10129,3,2,"demo_pocc","second","lucy","2017-12-18","teaher"
"481","us",10129,3,2,"demo_tung","first","dominic","2017-12-12","missing data"
"482","us",10129,3,2,"demo_tung","second","lucy","2017-12-18","no"
"483","us",10133,1,2,"demo_ethn","first","dominic","2017-12-05","black/asian"
"484","us",10133,1,2,"demo_ethn","second","lucy","2017-12-04","black / asian"
"485","us",10133,1,2,"exwl_attn","first","dominic","2017-12-05","fail"
"486","us",10133,1,2,"exwl_attn","second","lucy","2017-12-04","pass"
"487","us",10133,2,1,"demo_ethn","first","dominic","2017-12-05","black/asian"
"488","us",10133,2,1,"demo_ethn","second","lucy","2017-12-05","black / asian"
"489","us",10133,3,1,"demo_ethn","first","nikki","2017-12-15","black/ asian"
"490","us",10133,3,1,"demo_ethn","second","lucy","2017-12-06","black / asian"
"491","us",10133,3,1,"demo_tung","first","nikki","2017-12-15","no"
"492","us",10133,3,1,"demo_tung","second","lucy","2017-12-06","missing data"
"493","us",10134,1,2,"demo_chur","first","nikki","2017-12-13","bclcc"
"494","us",10134,1,2,"demo_chur","second","lucy","2017-12-04","bolcc (breath of life christian center)"
"495","us",10134,1,2,"demo_pocc","first","nikki","2017-12-13","software engineering"
"496","us",10134,1,2,"demo_pocc","second","lucy","2017-12-04","software engineer"
"497","us",10134,2,2,"demo_maj","first","lucy","2017-12-06","computer engineering"
"498","us",10134,2,2,"demo_maj","second","dominic","2017-12-07","comp engineer"
"499","us",10135,2,2,"demo_chur","first","dominic","2017-12-07","st. basil"
"500","us",10135,2,2,"demo_chur","second","lucy","2017-12-06","st. basilica"
"501","us",10135,2,2,"demo_tung","first","dominic","2017-12-07","missing data"
"502","us",10135,2,2,"demo_tung","second","lucy","2017-12-06","no"
"503","us",10136,1,2,"demo_ethn","first","dominic","2017-12-04","african-american"
"504","us",10136,1,2,"demo_ethn","second","lucy","2017-12-04","african american"
"505","us",10136,1,2,"demo_pocc","first","dominic","2017-12-04","un-employed"
"506","us",10136,1,2,"demo_pocc","second","lucy","2017-12-04","unemployed"
"507","us",10136,2,2,"demo_chur","first","dominic","2017-12-07","st. james ame sj"
"508","us",10136,2,2,"demo_chur","second","lucy","2017-12-06","st. james ame"
"509","us",10136,2,2,"demo_ethn","first","dominic","2017-12-07","african-american"
"510","us",10136,2,2,"demo_ethn","second","lucy","2017-12-06","african - american"
"511","us",10136,2,2,"demo_pocc","first","dominic","2017-12-07","un-employed (disabled)"
"512","us",10136,2,2,"demo_pocc","second","lucy","2017-12-06","unemployed (disabled)"
"513","us",10136,3,2,"demo_chur","first","dominic","2017-12-18","st james sj ca"
"514","us",10136,3,2,"demo_chur","second","lucy","2017-12-08","st. james sj ca"
"515","us",10136,3,2,"demo_ethn","first","dominic","2017-12-18","african-american"
"516","us",10136,3,2,"demo_ethn","second","lucy","2017-12-08","african - american"
"517","us",10137,1,1,"demo_chur","first","dominic","2017-12-01","st. basillica"
"518","us",10137,1,1,"demo_chur","second","lucy","2017-12-01","st. basilica"
"519","us",10137,1,1,"demo_pocc","first","dominic","2017-12-01","la country"
"520","us",10137,1,1,"demo_pocc","second","lucy","2017-12-01","l.a. county"
"521","us",10138,1,2,"demo_chur","first","dominic","2017-12-05","none"
"522","us",10138,1,2,"demo_chur","second","nikki","2017-12-14","n/a"
"523","us",10138,1,2,"demo_maj","first","dominic","2017-12-05","computer engineering"
"524","us",10138,1,2,"demo_maj","second","nikki","2017-12-14","computer engineer"
"525","us",10138,1,2,"demo_tung","first","dominic","2017-12-05","missing data"
"526","us",10138,1,2,"demo_tung","second","nikki","2017-12-14","no"
"527","us",10138,1,2,"spev_attn","first","dominic","2017-12-05","pass"
"528","us",10138,1,2,"spev_attn","second","nikki","2017-12-14","fail"
"529","us",10138,2,1,"demo_tung","first","dominic","2017-12-05","missing data"
"530","us",10138,2,1,"demo_tung","second","nikki","2017-12-14","no"
"531","us",10139,2,2,"demo_chur","first","nikki","2017-12-15","n/a"
"532","us",10139,2,2,"demo_chur","second","lucy","2017-12-06",NA
"533","us",10139,2,2,"demo_ethn","first","nikki","2017-12-15","asian/ mixed"
"534","us",10139,2,2,"demo_ethn","second","lucy","2017-12-06","asian/mixed"
"535","us",10139,2,2,"demo_rlgn","first","nikki","2017-12-15","religious but unaffiliated"
"536","us",10139,2,2,"demo_rlgn","second","lucy","2017-12-06","none, god/buddah"
"537","us",10141,1,1,"demo_chur","first","lucy","2017-12-01","no"
"538","us",10141,1,1,"demo_chur","second","dominic","2017-12-01",NA
"539","us",10141,1,1,"demo_tung","first","lucy","2017-12-01","no"
"540","us",10141,1,1,"demo_tung","second","dominic","2017-12-01","missing data"
"541","us",10141,1,1,"exwl_22","first","lucy","2017-12-01",NA
"542","us",10141,1,1,"exwl_22","second","dominic","2017-12-01","FALSE"
"543","us",10141,1,1,"spev_06","first","lucy","2017-12-01","never"
"544","us",10141,1,1,"spev_06","second","dominic","2017-12-01","missing data"
"545","us",10141,2,2,"demo_chur","first","dominic","2017-12-07",NA
"546","us",10141,2,2,"demo_chur","second","lucy","2017-12-15","none"
"547","us",10141,2,2,"demo_tung","first","dominic","2017-12-07","missing data"
"548","us",10141,2,2,"demo_tung","second","lucy","2017-12-15","no"
"549","us",10141,3,2,"demo_chur","first","dominic","2017-12-12","no"
"550","us",10141,3,2,"demo_chur","second","lucy","2017-12-18",NA
"551","us",10141,3,2,"demo_maj","first","dominic","2017-12-12","non"
"552","us",10141,3,2,"demo_maj","second","lucy","2017-12-18","none"
"553","us",10141,3,2,"demo_tung","first","dominic","2017-12-12","missing data"
"554","us",10141,3,2,"demo_tung","second","lucy","2017-12-18","no"
"555","us",10142,1,1,"demo_chur","first","nikki","2017-12-12","n/a"
"556","us",10142,1,1,"demo_chur","second","lucy","2017-12-01","none"
"557","us",10142,1,1,"demo_pocc","first","nikki","2017-12-12","longshoreman?"
"558","us",10142,1,1,"demo_pocc","second","lucy","2017-12-01","illegible"
"559","us",10143,3,1,"demo_chur","first","dominic","2017-12-11","illegible"
"560","us",10143,3,1,"demo_chur","second","lucy","2017-12-15","gurdwara"
"561","us",10143,3,1,"demo_pocc","first","dominic","2017-12-11","business man"
"562","us",10143,3,1,"demo_pocc","second","lucy","2017-12-15","businessmen"
"563","us",10145,2,2,"demo_chur","first","nikki","2017-12-15","our lady guadalupe"
"564","us",10145,2,2,"demo_chur","second","lucy","2017-12-06","our lady of guadalupe"
"565","us",10149,2,2,"demo_chur","first","dominic","2017-12-07","none"
"566","us",10149,2,2,"demo_chur","second","lucy","2017-12-06",NA
"567","us",10149,2,2,"demo_tung","first","dominic","2017-12-07","missing data"
"568","us",10149,2,2,"demo_tung","second","lucy","2017-12-06","no"
"569","us",10150,3,2,"demo_chur","first","dominic","2017-12-12","16th street 7th day"
"570","us",10150,3,2,"demo_chur","second","lucy","2017-12-07","16th street zxnday"
"571","us",10150,3,2,"demo_ethn","first","dominic","2017-12-12","black/central american"
"572","us",10150,3,2,"demo_ethn","second","lucy","2017-12-07","black / central american"
"573","us",10150,3,2,"demo_pocc","first","dominic","2017-12-12","wavehouse"
"574","us",10150,3,2,"demo_pocc","second","lucy","2017-12-07","warehouse"
"575","us",10152,3,1,"demo_chur","first","nikki","2017-11-26",NA
"576","us",10152,3,1,"demo_chur","second","dominic","2017-11-21","none"
"577","us",10152,3,1,"recr","first","nikki","2017-11-26","random sample"
"578","us",10152,3,1,"recr","second","dominic","2017-11-21","face to face"
"579","us",10153,3,1,"demo_chur","first","lucy","2017-12-07","sn fernando spanish"
"580","us",10153,3,1,"demo_chur","second","dominic","2017-12-11","san fernando spanish"
"581","us",10153,3,1,"demo_rlgn","first","lucy","2017-12-07","7th day adventist christian"
"582","us",10153,3,1,"demo_rlgn","second","dominic","2017-12-11","sda (seventh day adventist)"
"583","us",10154,1,2,"demo_pocc","first","lucy","2017-12-04","nurse practitioner / unemployed"
"584","us",10154,1,2,"demo_pocc","second","dominic","2017-12-04","nurse practitioner/unemployed"
"585","us",10154,1,2,"demo_rlgn","first","lucy","2017-12-04","christianity"
"586","us",10154,1,2,"demo_rlgn","second","dominic","2017-12-04","christian: non specific"
"587","us",10154,1,2,"demo_tung","first","lucy","2017-12-04","no"
"588","us",10154,1,2,"demo_tung","second","dominic","2017-12-04","missing data"
"589","us",10154,1,2,"spev_02","first","lucy","2017-12-04","several times"
"590","us",10154,1,2,"spev_02","second","dominic","2017-12-04","never"
"591","us",10154,1,2,"spev_03","first","lucy","2017-12-04","never"
"592","us",10154,1,2,"spev_03","second","dominic","2017-12-04","several times"
"593","us",10154,2,1,"demo_tung","first","dominic","2017-12-05","missing data"
"594","us",10154,2,1,"demo_tung","second","lucy","2017-12-05","no"
"595","us",10156,1,1,"demo_pocc","first","lucy","2017-12-01","finance / marketing"
"596","us",10156,1,1,"demo_pocc","second","dominic","2017-12-04","finance/marketing"
"597","us",10156,2,1,"demo_pocc","first","lucy","2017-12-05","finance / marketing"
"598","us",10156,2,1,"demo_pocc","second","dominic","2017-12-06","finance/marketing"
"599","us",10156,2,1,"demo_tung","first","lucy","2017-12-05","yes"
"600","us",10156,2,1,"demo_tung","second","dominic","2017-12-06","missing data"
"601","us",10159,1,2,"demo_tung","first","lucy","2017-12-04","no"
"602","us",10159,1,2,"demo_tung","second","dominic","2017-12-04","missing data"
"603","us",10160,3,1,"demo_rlgn","first","lucy","2017-11-20","atheist, agnostic, no religion or spirituality"
"604","us",10160,3,1,"demo_rlgn","second","dominic","2017-11-22","none"
"605","us",10160,3,1,"her_03","first","lucy","2017-11-20","no"
"606","us",10160,3,1,"her_03","second","dominic","2017-11-22","yes"
"607","us",10160,3,1,"wher","first","lucy","2017-11-20","san jose state university"
"608","us",10160,3,1,"wher","second","dominic","2017-11-22","sjsu res"
"609","us",10162,1,1,"demo_pocc","first","dominic","2017-12-01","tech support manager, secretary"
"610","us",10162,1,1,"demo_pocc","second","lucy","2017-12-01","tech support manager / secretary"
"611","us",10163,1,2,"dse_06","first","dominic","2017-12-04","missing data"
"612","us",10163,1,2,"dse_06","second","nikki","2017-12-13","never"
"613","us",10164,2,2,"demo_ethn","first","lucy","2017-12-06","white & asian"
"614","us",10164,2,2,"demo_ethn","second","dominic","2017-12-07","white and asian"
"615","us",10164,2,2,"demo_pocc","first","lucy","2017-12-06","sales / marketing"
"616","us",10164,2,2,"demo_pocc","second","dominic","2017-12-07","sale/marketing"
"617","us",10164,3,2,"demo_ethn","first","lucy","2017-12-08","white / asian"
"618","us",10164,3,2,"demo_ethn","second","dominic","2017-12-12","white/asian"
"619","us",10165,3,1,"demo_chur","first","nikki","2017-12-15","n/a"
"620","us",10165,3,1,"demo_chur","second","lucy","2017-12-06",NA
"621","us",10168,1,1,"demo_chur","first","dominic","2017-11-29","the church of jesus christ of latter day saints"
"622","us",10168,1,1,"demo_chur","second","lucy","2017-11-30","the church of jesus christ of later day saints"
"623","us",10168,2,1,"demo_chur","first","lucy","2017-12-05","lds (later day saints)"
"624","us",10168,2,1,"demo_chur","second","dominic","2017-12-05","lds (latter day saints)"
"625","us",10168,2,1,"demo_maj","first","lucy","2017-12-05","undeclared"
"626","us",10168,2,1,"demo_maj","second","dominic","2017-12-05","undecided"
"627","us",10172,3,2,"demo_tung","first","lucy","2017-12-08","no"
"628","us",10172,3,2,"demo_tung","second","dominic","2017-12-12","missing data"
"629","us",10173,1,2,"demo_maj","first","lucy","2017-12-04","rtvf (radio television and film)"
"630","us",10173,1,2,"demo_maj","second","dominic","2017-12-04","rtvf (radio tv & film)"
"631","us",10173,2,2,"demo_maj","first","dominic","2017-12-06","rtvf (radio tv & film)"
"632","us",10173,2,2,"demo_maj","second","lucy","2017-12-05","radio television film"
"633","us",10174,2,1,"demo_chur","first","dominic","2017-12-05","none"
"634","us",10174,2,1,"demo_chur","second","nikki","2017-12-14","n/a"
"635","us",10174,2,1,"demo_maj","first","dominic","2017-12-05","illegible"
"636","us",10174,2,1,"demo_maj","second","nikki","2017-12-14","criminology"
"637","us",10174,2,1,"demo_tung","first","dominic","2017-12-05","missing data"
"638","us",10174,2,1,"demo_tung","second","nikki","2017-12-14","no"
"639","us",10174,3,1,"demo_chur","first","lucy","2017-12-07",NA
"640","us",10174,3,1,"demo_chur","second","dominic","2017-12-11","none"
"641","us",10174,3,1,"demo_tung","first","lucy","2017-12-07","no"
"642","us",10174,3,1,"demo_tung","second","dominic","2017-12-11","missing data"
"643","us",10176,3,1,"minw_04","first","lucy","2017-12-07","i do not agree"
"644","us",10176,3,1,"minw_04","second","nikki","2017-12-15","i agree"
"645","us",10176,3,1,"minw_06","first","lucy","2017-12-07","i agree"
"646","us",10176,3,1,"minw_06","second","nikki","2017-12-15","i do not agree"
"647","us",10178,1,2,"demo_chur","first","dominic","2017-12-05","i don't"
"648","us",10178,1,2,"demo_chur","second","nikki","2017-12-14","n/a"
"649","us",10178,1,2,"demo_tung","first","dominic","2017-12-05","missing data"
"650","us",10178,1,2,"demo_tung","second","nikki","2017-12-14","no"
"651","us",10182,1,1,"demo_chur","first","lucy","2017-12-01","missing data"
"652","us",10182,1,1,"demo_chur","second","dominic","2017-12-01",NA
"653","us",10182,1,1,"dse_11","first","lucy","2017-12-01","once in a while"
"654","us",10182,1,1,"dse_11","second","dominic","2017-12-01","some days"
"655","us",10182,2,2,"demo_chur","first","lucy","2017-12-05",NA
"656","us",10182,2,2,"demo_chur","second","dominic","2017-12-06","none"
"657","us",10182,2,2,"demo_tung","first","lucy","2017-12-05","no"
"658","us",10182,2,2,"demo_tung","second","dominic","2017-12-06","missing data"
"659","us",10182,3,2,"demo_pocc","first","dominic","2017-12-12","motel"
"660","us",10182,3,2,"demo_pocc","second","lucy","2017-12-18","hotel"
"661","us",10182,3,2,"demo_tung","first","dominic","2017-12-12","missing data"
"662","us",10182,3,2,"demo_tung","second","lucy","2017-12-18","no"
"663","us",10184,1,2,"demo_chur","first","nikki","2017-12-14","campbell united"
"664","us",10184,1,2,"demo_chur","second","lucy","2017-12-04","campbell unitca"
"665","us",10184,1,2,"demo_ses","first","nikki","2017-12-14","a little richer"
"666","us",10184,1,2,"demo_ses","second","lucy","2017-12-04","missing data"
"667","us",10187,2,1,"demo_chur","first","lucy","2017-12-05","since i've been here"
"668","us",10187,2,1,"demo_chur","second","dominic","2017-12-05","none since i've been here"
"669","us",10188,1,2,"demo_chur","first","dominic","2017-12-04",NA
"670","us",10188,1,2,"demo_chur","second","nikki","2017-12-13","n/a"
"671","us",10188,1,2,"demo_tung","first","dominic","2017-12-04","missing data"
"672","us",10188,1,2,"demo_tung","second","nikki","2017-12-13","no"
"673","us",10188,1,2,"spev_21","first","dominic","2017-12-04","missing data"
"674","us",10188,1,2,"spev_21","second","nikki","2017-12-13","i don't know"
"675","us",10189,1,1,"demo_chur","first","lucy","2017-11-30","st. joseph church"
"676","us",10189,1,1,"demo_chur","second","dominic","2017-12-01","st. joseph church basilico"
"677","us",10189,2,1,"demo_chur","first","dominic","2017-12-05","st joseph basilica"
"678","us",10189,2,1,"demo_chur","second","nikki","2017-12-14","st. joseph basilica"
"679","us",10189,2,1,"whoc","first","dominic","2017-12-05","co"
"680","us",10189,2,1,"whoc","second","nikki","2017-12-14","nikki"
"681","us",10190,1,1,"demo_chur","first","lucy","2017-12-01","st. annes"
"682","us",10190,1,1,"demo_chur","second","dominic","2017-12-04","st. ames"
"683","us",10190,1,1,"demo_maj","first","lucy","2017-12-01","microbiology biology"
"684","us",10190,1,1,"demo_maj","second","dominic","2017-12-04","microbiology"
"685","us",10190,1,1,"demo_pocc","first","lucy","2017-12-01",NA
"686","us",10190,1,1,"demo_pocc","second","dominic","2017-12-04","n/a"
"687","us",10190,1,1,"dse_01","first","lucy","2017-12-01","once in a while"
"688","us",10190,1,1,"dse_01","second","dominic","2017-12-04","missing data"
"689","us",10190,2,2,"demo_chur","first","dominic","2017-12-07","st. ames"
"690","us",10190,2,2,"demo_chur","second","lucy","2017-12-15","st. annes"
"691","us",10190,2,2,"demo_pocc","first","dominic","2017-12-07","n/a"
"692","us",10190,2,2,"demo_pocc","second","lucy","2017-12-15",NA
"693","us",10190,3,2,"demo_chur","first","dominic","2017-12-13","st. ames"
"694","us",10190,3,2,"demo_chur","second","lucy","2017-12-18","st. annes"
"695","us",10192,1,2,"demo_chur","first","dominic","2017-12-05","none"
"696","us",10192,1,2,"demo_chur","second","lucy","2017-12-04",NA
"697","us",10192,2,1,"demo_chur","first","nikki","2017-12-14","n/a"
"698","us",10192,2,1,"demo_chur","second","lucy","2017-12-05",NA
"699","us",10192,2,1,"demo_pocc","first","nikki","2017-12-14","n/a"
"700","us",10192,2,1,"demo_pocc","second","lucy","2017-12-05",NA
"701","us",10192,2,1,"demo_tung","first","nikki","2017-12-14","no"
"702","us",10192,2,1,"demo_tung","second","lucy","2017-12-05","missing data"
"703","us",10192,3,2,"demo_chur","first","dominic","2017-12-12","none"
"704","us",10192,3,2,"demo_chur","second","lucy","2017-12-18",NA
"705","us",10192,3,2,"demo_pocc","first","dominic","2017-12-12","n/a"
"706","us",10192,3,2,"demo_pocc","second","lucy","2017-12-18",NA
"707","us",10194,1,2,"demo_pocc","first","lucy","2017-12-04","field worker and factory worker"
"708","us",10194,1,2,"demo_pocc","second","dominic","2017-12-05","field worker + factory worker"
"709","us",10196,1,1,"demo_chur","first","lucy","2017-12-01","st. josephs catholic church"
"710","us",10196,1,1,"demo_chur","second","dominic","2017-12-01","st. joseph's catholic church"
"711","us",10196,2,1,"demo_chur","first","nikki","2017-12-14","st. joseph's"
"712","us",10196,2,1,"demo_chur","second","lucy","2017-12-05","st. joseph catholic church"
"713","us",10197,1,2,"demo_chur","first","nikki","2017-12-14","n/a"
"714","us",10197,1,2,"demo_chur","second","lucy","2017-12-04","none"
"715","us",10198,2,1,"demo_chur","first","dominic","2017-12-05","sjsu newman"
"716","us",10198,2,1,"demo_chur","second","lucy","2017-12-05","sjsu newman cath"
"717","us",10198,3,1,"demo_chur","first","nikki","2017-12-15","newton center sjsu"
"718","us",10198,3,1,"demo_chur","second","lucy","2017-12-07","newman center sjsu"
"719","us",10200,1,1,"demo_maj","first","lucy","2017-11-30","pre-nursing"
"720","us",10200,1,1,"demo_maj","second","dominic","2017-12-01","prenursing"
"721","us",10200,2,1,"demo_chur","first","lucy","2017-11-22","not currently"
"722","us",10200,2,1,"demo_chur","second","dominic","2017-11-20","not in currently"
"723","us",10200,2,1,"demo_ethn","first","lucy","2017-11-22","asian"
"724","us",10200,2,1,"demo_ethn","second","dominic","2017-11-20",""
"725","us",10200,2,1,"demo_maj","first","lucy","2017-11-22","pre nursing"
"726","us",10200,2,1,"demo_maj","second","dominic","2017-11-20","pre-nursing"
"727","us",10200,3,1,"demo_pocc","first","dominic","2017-12-07","land lord"
"728","us",10200,3,1,"demo_pocc","second","lucy","2017-12-07","landlord"
"729","us",10200,3,1,"demo_tung","first","dominic","2017-12-07","missing data"
"730","us",10200,3,1,"demo_tung","second","lucy","2017-12-07","no"
"731","us",10202,2,2,"sen_12","first","dominic","2017-12-06","strongly disagree"
"732","us",10202,2,2,"sen_12","second","lucy","2017-12-15","disagree"
"733","us",10202,2,2,"sen_13","first","dominic","2017-12-06","strongly disagree"
"734","us",10202,2,2,"sen_13","second","lucy","2017-12-15","disagree"
"735","us",10202,2,2,"sen_15","first","dominic","2017-12-06","strongly disagree"
"736","us",10202,2,2,"sen_15","second","lucy","2017-12-15","disagree"
